id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts
source_7-90510,Dolonex E 120mg Tablet,source_7,True,306.87,276.18,pfizer ltd,15.0 tablets in 1 strip,,Etoricoxib (120mg)
source_1-65213,Dolonex E 120 mg Tablet 15's,source_1,True,306.5,269.72,pfizer ltd,15,Strip | Tablet,ETORICOXIB-120MG
source_6-75918,Dolonex E 60mg Strip Of 15 Tablets,source_6,True,211.18,179.5,pfizer ltd,15 Tablet(s) in Strip,STRIP,Etoricoxib(60.0 Mg)
source_7-90511,Dolonex E 60mg Tablet,source_7,True,211.18,202.0,pfizer ltd,15.0 tablets in 1 strip,,Etoricoxib (60mg)
source_1-65214,Dolonex E 60 mg Tablet 15's,source_1,True,211.0,185.68,pfizer ltd,15,Strip | Tablet,ETORICOXIB-60MG
source_6-75919,Dolonex E 90mg Strip Of 15 Tablets,source_6,True,237.58,209.07,pfizer ltd,15 Tablet(s) in Strip,STRIP,Etoricoxib(90.0 Mg)
source_7-90512,Dolonex E 90mg Tablet,source_7,True,,237.58,pfizer ltd,15.0 tablets in 1 strip,,Etoricoxib (90mg)
source_1-65215,Dolonex E 90 Tablet 15's,source_1,True,237.5,209.0,pfizer ltd,15,Strip | Tablet,ETORICOXIB-90MG
source_7-90513,Dolonex Gel,source_7,False,,79.75,pfizer ltd,15.0 gm in 1 tube,,Piroxicam (0.5% w/w)
source_3-2160,DOLONEX GEL 15GM,source_3,True,70.32,59.77,pfizer pharmaceutical india pvt ltd,15,Tube,PIROXICAM 5 MG
source_1-65216,Dolonex Gel 15 gm,source_1,False,79.5,69.96,pfizer ltd,15,Tube | Gel,PIROXICAM-5MG
source_1-65217,Dolonex IM 20 mg Injection 1 ml,source_1,True,35.0,30.8,pfizer ltd,1,Ampoule | Injection,PIROXICAM-20MG
source_6-75920,Dolonex Im Ampoule Of 2ml Solution For Injection,source_6,True,58.42,51.41,pfizer ltd,2ml Solution For Injection in Ampoule,AMPOULE,Piroxicam(40.0 Mg)
source_6-75921,Dolonex Im Ampoule Of 2ml Solution For Injection (Pack Of 5),source_6,True,86.43,76.06,pfizer ltd,2ml Solution For Injection in Ampoule,AMPOULE,Piroxicam(40.0 Mg)
source_2-39697,Dolonex IM Injection,source_2,True,31.85,26.12,pfizer ltd,,,Piroxicam 20mg
source_2-39698,Dolonex Injection 2ml,source_2,True,53.12,43.56,pfizer ltd,,,Piroxicam 20mg/ml
source_2-39699,Dolonex Rapid 20mg Tablet,source_2,True,123.78,101.5,pfizer ltd,,,Piroxicam 20mg
source_6-75922,Dolonex Rapid 20mg Tablets,source_6,True,136.15,136.15,pfizer ltd,10 Tablet(s) in Strip,STRIP,Piroxicam(20.0 Mg)
source_1-65218,Dolonex Rapid 20 Tablet 10's,source_1,True,136.15,119.812,pfizer ltd,10,Strip | Tablet,PIROXICAM-20MG
source_7-90517,Doloni 75mg Injection,source_7,True,10.0,9.7,gerrysun pharmaceuticals pvt ltd,1.0 Injection in 1 ampoule,,Diclofenac (75mg)
source_6-75923,Doloni Ampoule Of 3ml Injection,source_6,True,4.0,4.0,nimoli pharmaceuticals pvt ltd,3ml Injection in Ampoule,AMPOULE,Diclofenac Sodium(75.0 Mg)
source_2-39700,Dolonice 25mg Injection,source_2,True,7.9,6.48,mhs pharmaceuticals pvt ltd,,,Diclofenac 25mg/ml
source_2-39701,Dolonide 100mg Tablet,source_2,True,30.0,24.6,sanbury pharmaceuticals pvt ltd,,,Nimesulide 100mg
source_7-90519,Dolonik 20mg Tablet DT,source_7,True,46.0,44.6,saffron medicare pvt ltd,10.0 tablet dt in 1 strip,,Piroxicam (20mg)
source_1-65219,Dolonik 40mg Injection,source_1,True,31.0,27.28,saffron medicare pvt ltd,2,Vial | Injection,PIROXICAM-40MG
source_6-75924,Dolonil 50mg Capsules,source_6,True,40.0,35.2,rosch elmer pharmaceuticals pvt ltd,10 Capsule(s) in Strip,STRIP,Diacerein(50.0 Mg)
source_2-39702,Dolonim 100mg Capsule,source_2,True,38.5,31.57,varun life sciences pvt ltd,,,Nimesulide 100mg
source_2-39703,Dolonim 200mg Capsule SR,source_2,True,39.0,31.98,varun life sciences pvt ltd,,,Nimesulide 200mg
source_7-90523,Dolonim 50mg Syrup,source_7,True,15.0,14.5,baxter india pvt ltd,60.0 ml in 1 bottle,,Nimesulide (50mg)
source_6-75925,Dolonim Active Gel,source_6,False,62.0,52.7,micro labs,30g Gel in Tube,TUBE,Aconitum Napellus Dh20 2. Arsenicum Album Dh18 3. Asafoetida Dh20 4. Calcarea Carbonica Dh16 5. Conium Maculatum . Ipecacuanha Dh13 7. Phosphoru
source_6-75926,Dolonim Dt 100mg Strip Of 15 Tablets,source_6,True,45.87,40.37,plus india pharma,15 Tablet(s) in Strip,STRIP,Nimesulide(100.0 Mg)
source_6-75927,Dolonim Gold 100/500 Mg Tablet 10,source_6,True,37.0,37.0,micro labs,10 Tablet(s) in Strip,STRIP,Nimesulide(100.0 Mg) + Paracetamol / Acetaminophen(500.0 Mg)
source_7-90524,Dolonim MR 100mg/2mg Tablet,source_7,True,,,baxter india pvt ltd,,,Nimesulide (100mg) + Tizanidine (2mg)
source_7-90525,Dolonim P 100mg/500mg Tablet,source_7,True,25.0,24.2,baxter india pvt ltd,10.0 tablets in 1 strip,,Nimesulide (100mg) + Paracetamol (500mg)
source_2-39705,Dolonim Tablet,source_2,True,45.87,37.61,plus pharma,,,Nimesulide NA
source_6-75928,Dolonim Tablets,source_6,True,32.0,27.2,micro labs,10 Tablet(s) in Strip,STRIP,Nimesulide + Paracetamol
source_7-90526,Dolonip 20mg Injection,source_7,True,28.4,24.75,dhamus pharma,2.0 ml in 1 vial,,Piroxicam (20mg)
source_7-90527,Dolonip 20mg Tablet,source_7,True,49.4,47.9,dhamus pharma,10.0 tablets in 1 strip,,Piroxicam (20mg)
source_6-75929,Dolonip 250 Mg Syrup 60 Ml,source_6,True,45.0,39.6,standard pharmaceuticals ltd,60ml Syrup in Bottle,BOTTLE,
source_2-39706,Dolonip 500mg Tablet,source_2,True,45.0,36.9,standard pharmaceuticals ltd,,,Paracetamol/Acetaminophen 500mg
source_6-75930,Dolonip Tablets,source_6,True,45.0,39.6,standard pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Paracetamol + Tramadol
source_1-65220,Dolonis Gel 30 gm,source_1,False,100.0,88.0,galenis life science pvt ltd,30,Tube | Gel,
source_1-65221,Dolonis-Mr Tablet 10's,source_1,True,165.0,145.2,galenis life science pvt ltd,10,Strip | Tablet,CHLORZOXAZONE-500MG + DICLOFENAC-50MG + PARACETAMOL-325MG
source_7-90528,Dolonix MF Oral Suspension,source_7,True,43.9,38.34,blue planet laboratories pvt ltd,60.0 ml in 1 bottle,,Mefenamic Acid (100mg) + Paracetamol (250mg)
source_7-90529,Dolono 40mg Injection,source_7,True,45.0,39.24,welgenic pharma,2.0 ml in 1 vial,,Piroxicam (40mg)
source_1-65223,Dolonol Tablet,source_1,True,34.3,30.184,overseas pharma pvt ltd,10,Strip | Tablet,CAFFEINE-25MG + PARACETAMOL-325MG
source_1-65224,Dolonova-SP Tablet 10's,source_1,True,90.0,79.2,medinova labs,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG + SERRATIOPEPTIDASE-15MG
source_2-39707,Dolonx CD Tablet,source_2,True,58.21,47.73,adcock ingram healthcare pvt ltd,,,Piroxicam NA
source_2-39708,Dolop Plus 325mg/37.5mg Tablet,source_2,True,9.52,7.81,aurum life science pvt ltd,,,"Paracetamol/Acetaminophen 325mg,Tramadol 37.5mg"
source_6-75931,Dolop Plus 37.5/325 Mg Tablet 10,source_6,True,9.52,8.38,aurum life science pvt ltd,10 Tablet(s) in Strip,STRIP,
source_7-90532,Dolop Plus 37.5mg/325mg Tablet,source_7,True,,,aurum life science pvt ltd,,,Tramadol (37.5mg) + Paracetamol (325mg)
source_7-90533,Dolopac 50 mg/500 mg Tablet,source_7,True,33.75,32.7,bioguard organics ltd,10.0 tablets in 1 strip,,Diclofenac (50mg) + Paracetamol (500mg)
source_7-90534,Dolopac MR 250mg/50mg/500mg Tablet,source_7,True,35.0,33.9,bioguard organics ltd,10.0 tablets in 1 strip,,Chlorzoxazone (250mg) + Diclofenac (50mg) + Paracetamol (500mg)
source_6-75932,Dolopac Sp 50/10 Mg Tablet 10,source_6,True,59.0,51.92,bioguard organics ltd,10 Tablet(s) in Strip,STRIP,Diclofenac(50.0 Mg) + Serratiopeptidase(10.0 Mg)
source_7-90535,Dolopac SP 50 mg/10 mg Tablet,source_7,True,60.0,58.2,bioguard organics ltd,10.0 tablets in 1 strip,,Diclofenac (50mg) + Serratiopeptidase (10mg)
source_1-65227,Dolopar 120 Oral Suspension 60 ml,source_1,True,40.0,35.2,micro labs ltd,60,Bottle | Oral Suspension,PARACETAMOL-120MG
source_6-75933,Dolopar 125mg Suspension 60ml,source_6,False,22.85,19.65,micro labs,60ml Suspension in Bottle,BOTTLE,Paracetamol / Acetaminophen(125.0 Mg)
source_1-65228,Dolopar 125 mg Syrup 60 ml,source_1,False,23.0,20.24,micro labs ltd,60,Bottle | Syrup,PARACETAMOL-125MG
source_2-39712,Dolopar 125 Oral Suspension,source_2,True,22.18,18.19,micro labs ltd,,,Paracetamol/Acetaminophen 125mg/5ml
source_6-75934,Dolopar 156.25mg Syrup 60ml,source_6,False,33.0,33.0,micro labs,60ml Syrup in Bottle,BOTTLE,Paracetamol
source_6-75935,Dolopar 250mg Suspension 60ml,source_6,False,45.02,39.62,micro labs,60ml Suspension in Bottle,BOTTLE,Paracetamol / Acetaminophen(250.0 Mg/5ml)
source_7-90536,Dolopar 250 Suspension,source_7,False,,75.03,micro labs ltd,100.0 ml in 1 bottle,,Paracetamol (250mg/5ml)
source_1-65229,Dolopar-250 Suspension 100 ml,source_1,False,75.0,66.0,micro labs ltd,100,Bottle | Suspension,PARACETAMOL-250MG
source_1-65230,Dolopar-250 Suspension 60 ml,source_1,False,45.0,39.6,micro labs ltd,60,Bottle | Suspension,PARACETAMOL-250MG
source_6-75936,Dolopar 650mg Strip Of 10 Tablets,source_6,False,32.42,32.42,micro labs,10 Tablet(s) in Strip,STRIP,Paracetamol / Acetaminophen(650.0 Mg)
source_6-75937,Dolopar 650mg Strip Of 15 Tablets,source_6,False,30.07,26.46,micro labs,15 Tablet(s) in Strip,STRIP,Paracetamol / Acetaminophen(650.0 Mg)
source_7-90538,Dolopar 650 Tablet,source_7,False,33.6,25.2,micro labs ltd,15.0 tablets in 1 strip,,Paracetamol (650mg)
source_1-65231,Dolopar-650 Tablet 15's,source_1,False,33.5,29.5,micro labs ltd,15,Strip | Tablet,PARACETAMOL-650MG
source_2-39715,Dolopar CC Tablet,source_2,True,20.17,16.54,micro labs ltd,,,"Paracetamol NA, Caffeine NA, Phenylephrine NA"
source_6-75938,Dolopar Cc Tablets,source_6,True,20.17,17.75,micro labs,10 Tablet(s) in Strip,STRIP,Caffeine(30.0 Mg) + Phenylephrine(10.0 Mg) + Chlorpheniramine / Chlorphenamine(2.0 Mg) + Paracetamol / Acetaminophen(500.0 Mg)
source_2-39716,Dolopar Drops,source_2,True,33.5,27.47,micro labs ltd,,,Paracetamol/Acetaminophen 100mg/ml
source_1-65232,Dolopar Drops 15 ml,source_1,False,30.0,26.4,micro labs ltd,15,Bottle | Oral Drops,PARACETAMOL-100MG
source_6-75940,Dolopar Gel,source_6,False,104.0,91.52,micro labs,30g Gel in Tube,TUBE,Diclofenac(1.16 %) + Menthol(5.0 %) + Methyl Salicylate(10.0 %) + Linseed Oil(3.0 %)
source_1-65233,Dolopar Gel 30 gm,source_1,False,104.0,91.52,micro labs ltd,30,Tube | Gel,CAPSAICIN-0.025%W/W + DICLOFENAC SODIUM-1%W/W + LINSEED OIL-3%W/W + MENTHOL-5%W/W + METHYL SALICYLATE-10%W/W
source_7-90540,Dolopar M DS Suspension,source_7,True,63.0,55.8,micro labs ltd,60.0 ml in 1 bottle,,Mefenamic Acid (100mg/5ml) + Paracetamol (250mg/5ml)
source_7-90541,Dolopar M Suspension,source_7,True,56.5,50.4,micro labs ltd,60.0 ml in 1 bottle,,Mefenamic Acid (50mg/5ml) + Paracetamol (125mg/5ml)
source_6-75941,Dolopar M Suspension 60ml,source_6,True,55.65,48.97,micro labs,60ml Suspension in Bottle,BOTTLE,Paracetamol / Acetaminophen(125.0 Mg/5ml) + Mefenamic Acid(50.0 Mg/5ml)
source_1-65234,Dolopar M Suspension 60 ml,source_1,True,56.5,49.7,micro labs ltd,60,Bottle | Suspension,MEFENAMIC ACID-50MG + PARACETAMOL-125MG
source_6-75942,Dolopar Mds Suspension 60ml,source_6,True,53.0,46.64,micro labs,60ml Suspension in Bottle,BOTTLE,Mefenamic Acid(100.0 Mg/5ml) + Paracetamol / Acetaminophen(250.0 Mg/5ml)
source_1-65235,Dolopar-Mds Suspension 60ml,source_1,True,63.0,55.4,micro labs ltd,60,Bottle | Suspension,MEFENAMIC ACID-100MG + PARACETAMOL-250MG
source_2-39718,Dolopar Ointment,source_2,True,76.18,62.47,micro labs ltd,,,"Caffeine NA,Paracetamol/Acetaminophen NA"
source_6-75943,Dolopar Ointment 30 Gm,source_6,False,76.18,76.18,micro labs,30g Ointment in Tube,TUBE,Menthol(5.0 %) + Methyl Salicylate(10.0 %) + Capsaicin(0.025 %) + Linseed Oil(1.0 %) + Diclofenac(1.16 %)
source_7-90542,Dolopar Oral Suspension,source_7,False,40.32,36.0,micro labs ltd,60.0 ml in 1 bottle,,Paracetamol (120mg/5ml)
source_6-75944,Dolopar Plus 10 Mg Capsule 10,source_6,True,26.66,26.66,micro labs,10 Capsule(s) in Strip,STRIP,Caffeine + Paracetamol
source_2-39719,Dolopar Plus Capsule,source_2,True,26.66,21.86,micro labs ltd,,,"Caffeine NA,Paracetamol/Acetaminophen 10mg"
source_6-75945,Dolopar Strip Of 10 Tablets,source_6,False,53.0,46.64,micro labs,10 Tablet(s) in Strip,STRIP,Caffeine(25.0 Mg) + Paracetamol / Acetaminophen(500.0 Mg)
source_6-75946,Dolopar Strip Of 15 Tablets,source_6,False,58.0,46.4,micro labs,15 Tablet(s) in Strip,STRIP,Caffeine(25.0 Mg) + Paracetamol / Acetaminophen(500.0 Mg)
source_2-39720,Dolopar Tablet,source_2,True,49.0,40.18,micro labs ltd,,,"Paracetamol 500mg, Caffeine 25mg"
source_1-65236,Dolopar Tablet 10's,source_1,False,32.5,28.6,micro labs ltd,10,Strip | Tablet,CAFFEINE-25MG + PARACETAMOL-500MG
source_1-65237,Dolopar Tablet 15's,source_1,False,58.0,51.0,micro labs ltd,15,Strip | Tablet,CAFFEINE-25MG + PARACETAMOL-500MG
source_7-90544,Dolopax D Capsule,source_7,True,,,acron pharmaceuticals,,,Diclofenac (50mg) + Paracetamol (250mg) + Dextropropoxyphene (32.5mg)
source_6-75947,Dolopax D Capsules,source_6,True,16.0,14.08,acron pharmaceuticals,10 Capsule(s) in Strip,STRIP,Dextropropoxyphene + Diclofenac + Paracetamol
source_6-75948,Dolopee Gel 10gm,source_6,False,4.26,3.75,agron remedies,10g Gel in Tube,TUBE,Diclofenac + Linseed Oil + Menthol + Methyl Salicylate
source_6-75949,Dolopee Gel 30gm,source_6,False,48.0,48.0,agron remedies,30g Gel in Tube,TUBE,Diclofenac + Linseed Oil + Menthol + Methyl Salicylate
source_7-90545,Dolopee Tablet,source_7,True,,,agron remedies pvt ltd,,,Diclofenac (50mg) + Paracetamol (325mg) + Chlorpheniramine Maleate (4mg) + Magnesium Trisilicate (100mg)
source_6-75950,Dolopee Tablets,source_6,True,4.26,3.75,agron remedies,10 Tablet(s) in Strip,STRIP,Chlorpheniramine + Diclofenac Sodium + Magnesium Trisilicate + Paracetamol
source_7-90546,Dolopent 30mg Injection,source_7,True,,,modi mundi pharma pvt ltd,,,Pentazocine (30mg)
source_1-65238,Dolopent Injection 1 ml,source_1,True,30.0,26.4,modi mundipharma pvt ltd,1,Vial | Injection,PENTAZOCINE-30MG
source_6-75951,Dolophob Gel,source_6,True,459.0,403.92,zydus healthcare ltd,20g Gel in Tube,TUBE,Heparin(0.01 Mg) + Diclofenac(200.0 Iu)
source_6-75952,Dolopic Dt Tablets,source_6,True,32.5,27.62,salud care india pvt ltd,10 Tablet(s) in Strip,STRIP,Piroxicam
source_7-90547,Dolopir 20mg Injection,source_7,True,,,bmw pharmaco india pvt ltd,,,Piroxicam (20mg)
source_6-75953,Dolopir Injection,source_6,True,26.0,22.1,bmw pharmaco india pvt ltd,2ml Injection,INJECTION,Piroxicam(20.0 Mg)
source_6-75954,Dolopir Md 20mg Tablets,source_6,True,62.0,54.56,bmw pharmaco india pvt ltd,10 Tablet(s) in Strip,STRIP,Piroxicam(20.0 Mg)
source_7-90548,Dolopir MD Tablet,source_7,True,32.0,31.0,bmw pharmaco india pvt ltd,10.0 tablet md in 1 strip,,Piroxicam (20mg)
source_7-90549,Doloplan 20mg Tablet,source_7,True,48.55,47.1,health plan,10.0 tablets in 1 strip,,Duloxetine (20mg)
source_7-90550,Doloplus 50mg/325mg Tablet,source_7,True,10.0,9.7,mankind pharma ltd,10.0 tablets in 1 strip,,Diclofenac (50mg) + Paracetamol (325mg)
source_6-75955,Dolopolo 650mg Strip Of 10 Tablets,source_6,False,22.84,20.1,elfin drug pvt ltd,10 Tablet(s) in Strip,STRIP,Paracetamol / Acetaminophen(650.0 Mg)
source_2-39723,Dolopolo 650mg Tablet,source_2,False,17.9,14.68,dawson healthcare pvt ltd,,,Paracetamol 650mg
source_1-65240,Dolopolo 650 Tablet 10's,source_1,False,224.0,197.1,dawson healthcare pvt ltd,10,Strip | Tablet,PARACETAMOL-650MG
source_1-65241,Dolopot MR Tablet,source_1,True,38.0,33.44,oyster labs ltd,10,Strip | Tablet,CHLORZOXAZONE-250MG + DICLOFENAC-50MG + PARACETAMOL-500MG
source_7-90553,Dolopred 1% Eye Drop,source_7,True,34.16,33.1,doeshealth systems pvt ltd,10.0 ml in 1 bottle,,Prednisolone (1% w/v)
source_6-75956,Dolopred Eye Drop 10ml,source_6,True,34.16,30.06,doeshealth systems pvt ltd,10ml Eye Drop in Bottle,BOTTLE,Prednisolon(1.0 %)
source_1-65243,Doloprex 20mg Injection,source_1,True,25.0,22.0,aarotax pharmaceutical pvt ltd,2,Vial | Injection,PIROXICAM-20MG
source_1-65244,Dolopyrin-250 Suspension 60 ml,source_1,False,45.0,39.6,micro labs ltd,60,Bottle | Suspension,PARACETAMOL-250MG
source_7-90555,Doloqueen 100mg/500mg Tablet,source_7,True,15.0,14.5,raddison health care pvt ltd,10.0 tablets in 1 strip,,Nimesulide (100mg) + Paracetamol (500mg)
source_7-90556,Doloqueen A 100mg/500mg Tablet,source_7,True,37.0,35.9,raddison health care pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (500mg)
source_6-75957,Doloquik 500mg Tablets,source_6,False,9.52,8.38,micro labs,10 Tablet(s) in Strip,STRIP,Paracetamol / Acetaminophen(500.0 Mg)
source_6-75958,Doloquik Suspension 60ml,source_6,False,13.75,12.1,micro labs,60ml Suspension in Bottle,BOTTLE,Paracetamol / Acetaminophen(250.0 Mg)
source_2-39726,Doloquik Syrup,source_2,True,28.0,22.96,micro labs ltd,,,Paracetamol/Acetaminophen 250mg/5ml
source_7-90557,Doloquit 1% Ointment,source_7,True,70.0,67.9,3m india ltd,30.0 gm in 1 tube,,Diclofenac (1% w/w)
source_1-65246,Doloquit 30Gm Ointment,source_1,True,70.0,61.6,3m india ltd,30,Tube | Ointment,DICLOFENAC-1.16% W/W
source_2-39727,DOLORAL 100MG/15MG TABLET,source_2,True,55.0,45.1,biomiicron pharmaceuticals,,,"Aceclofenac 100mg,Serratiopeptidase 15mg"
source_6-75959,Doloral 25mg Injection 1ml,source_6,True,,,biomiicron pharmaceuticals,1ml Injection,INJECTION,Aceclofenac
source_7-90558,Doloral P 100 mg/650 mg Tablet,source_7,True,38.7,37.5,biomiicron pharmaceuticals,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (650mg)
source_6-75960,Doloral P Strip Of 10 Tablets,source_6,True,60.0,52.8,biomiicron pharmaceuticals,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_2-39728,Doloral P Tablet,source_2,True,35.2,28.86,biomiicron pharmaceuticals,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 650mg"
source_1-65247,Doloral P Tablet 10's,source_1,True,66.0,58.1,biomiicron pharma india pvt ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG
source_7-90559,Doloral SP 100mg/325mg/15mg Tablet,source_7,True,106.0,103.0,biomiicron pharmaceuticals,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_1-65248,Doloral-SP Tablet 10's,source_1,True,106.0,93.28,biomiicron pharma india pvt ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG + SERRATIOPEPTIDASE-15MG
source_6-75961,Doloral Tablet,source_6,True,55.0,55.0,biomiicron pharmaceuticals,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Serratiopeptidase(15.0 Mg)
source_1-65249,Doloral Tab 10'S,source_1,False,55.0,48.4,biomiicron pharma india pvt ltd,10,Strip | Tablet,
source_6-75962,Doloran Injection,source_6,True,,,novus life sciences pvt ltd,,INJECTION,Tramadol
source_1-65250,Dolorap Tablet 10's,source_1,True,55.0,48.4,veritaz healthcare ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-500MG
source_6-75963,Dolorap Tablets,source_6,True,25.0,22.0,veritaz healthcare ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(500.0 Mg)
source_7-90560,Dolorase.P Tablet,source_7,True,90.0,87.3,cavalry laboratories pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_7-90561,Dolorel 50mg/325mg Tablet,source_7,True,25.0,24.2,biogenetic pharmaceuticals,10.0 tablets in 1 strip,,Diclofenac (50mg) + Paracetamol (325mg)
source_7-90562,Dolorest 37.5mg/325mg Tablet,source_7,True,,,nova indus pharmaceuticals,,,Tramadol (37.5mg) + Paracetamol (325mg)
source_7-90563,Doloretard 100mg/325mg Tablet,source_7,True,48.0,46.5,mars therapeutics & chemicals ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg)
source_1-65252,Doloretard Tablet 15's,source_1,True,56.0,49.28,mars therapeutics and chemicals ltd,15,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG
source_2-39731,Dolorgesic MR 100mg/325mg/250mg Tablet,source_2,True,85.0,69.7,medieos lifesciences llp,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 325mg,"
source_2-39732,Dolorgesic P 100mg/325mg Tablet,source_2,True,54.0,44.28,medieos lifesciences llp,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 325mg"
source_1-65253,Dolorgesic-P Tablet 10's,source_1,True,56.0,49.28,medieos life sciences llp,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG
source_2-39733,Dolorgesic SP 100mg/325mg/15mg Tablet,source_2,True,85.0,69.7,medieos lifesciences llp,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 325mg,"
source_1-65254,Dolorgesic-SP Tablet 10's,source_1,True,94.0,82.7,medieos life sciences llp,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG + SERRATIOPEPTIDASE-15MG
source_2-39734,Dolorid 100mg/500mg Tablet,source_2,True,36.0,29.52,the pharmed research lab pvt ltd,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 500mg"
source_1-65256,Dolorid 50mg/325mg Tablet,source_1,True,38.0,33.44,stride healthcare,10,Strip | Tablet,DICLOFENAC-50MG + PARACETAMOL-325MG
source_1-65257,Dolorid MR 250mg/50mg/325mg Tablet,source_1,True,63.0,55.44,stride healthcare,10,Strip | Tablet,CHLORZOXAZONE-250MG + DICLOFENAC-50MG + PARACETAMOL-325MG
source_6-75964,Dolorid-Mr 50/325/250 Mg Tablet 10,source_6,True,92.0,92.0,pride pharma,10 Tablet(s) in Strip,STRIP,
source_6-75965,Doloride Th 4 Strip Of 10 Tablets,source_6,True,154.0,130.9,univentis medicare ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Thiocolchicoside(4.0 Mg)
source_1-65258,Doloride-TH8 Tablet 10's,source_1,True,247.5,247.5,univentis medicare ltd,10,Strip | Tablet,ACECLOFENAC-100MG + THIOCOLCHICOSIDE-8MG
source_7-90571,Dolorin 50mg/10mg/650mg Tablet,source_7,True,,,embiotic laboratories pvt ltd,,,Caffeine (50mg) + Domperidone (10mg) + Paracetamol (650mg)
source_1-65259,Dolorin Plus Tablet 10's,source_1,False,49.5,43.56,embiotic laboratories pvt ltd,10,Strip | Tablet,
source_6-75966,Dolorin Suspension 60ml,source_6,False,33.5,28.47,embiotic laboratories pvt ltd,60ml Suspension in Bottle,BOTTLE,Paracetamol
source_2-39735,Dolorin Tablet,source_2,True,54.0,44.28,embiotic laboratories pvt ltd,,,"Caffeine 50mg, Domperidone 10mg, Paracetamol/Aceta"
source_6-75967,Dolorin Tablets,source_6,True,49.5,43.56,embiotic laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Caffeine + Domperidone + Paracetamol
source_2-39736,Doloris-O Oral Suspension Sugar Free,source_2,True,180.0,147.6,maxamus international,,,"Sucralfate 1gm,Oxetacaine/Oxethazaine 10mg"
source_1-65261,Dolornil-AQ Injection,source_1,True,22.35,19.668,lancer therapeutics,1,Ampoule | Injection,
